year,month,OP_CARRIER,flights,cancelled,diverted,delayed15,dep_delay_sum,dep_delay_n,arr_delay_sum,arr_delay_n,taxi_out_sum,taxi_in_sum,carrier_min,weather_min,nas_min,security_min,late_aircraft_min
2014,12,US,34175,163,43,6189,140663.0,34034,80305.0,33969,625083.0,253171.0,90350.0,1796.0,96906.0,973.0,60936.0
2014,12,VX,4993,59,39,1491,113393.0,4934,96649.0,4895,75178.0,42008.0,13659.0,6360.0,59955.0,312.0,38567.0
2014,12,WN,100878,819,133,27792,1542293.0,100072,994264.0,99926,1192397.0,590687.0,414541.0,29315.0,182761.0,1827.0,765071.0
2015,1,AA,44059,900,85,9529,457355.0,43173,299616.0,43074,719945.0,388587.0,203731.0,24820.0,100460.0,636.0,225852.0
2015,1,AS,13257,64,42,1939,41946.0,13198,-4220.0,13151,205794.0,79256.0,28833.0,7333.0,23322.0,104.0,40466.0
2015,1,B6,21623,1102,39,4944,206040.0,20531,150487.0,20482,376817.0,127731.0,76452.0,9393.0,80780.0,1144.0,108437.0
2015,1,DL,64421,678,67,8186,376407.0,63752,-130144.0,63676,1182789.0,464114.0,177509.0,41375.0,119586.0,582.0,120406.0
2015,1,EV,49925,1702,139,10991,470725.0,48267,410517.0,48084,828769.0,371144.0,225639.0,19179.0,164336.0,0.0,254080.0
2015,1,F9,6829,89,5,2151,121305.0,6745,123636.0,6735,106230.0,56648.0,33264.0,1293.0,48440.0,0.0,66621.0
2015,1,HA,6440,26,6,901,8408.0,6418,22509.0,6408,72023.0,43884.0,17102.0,1415.0,1710.0,162.0,15175.0
2015,1,MQ,29900,2288,44,9497,444967.0,27670,500772.0,27568,484996.0,292153.0,147471.0,54185.0,152168.0,996.0,246744.0
2015,1,NK,8743,98,13,2346,113676.0,8647,98388.0,8632,128389.0,82094.0,20312.0,607.0,93908.0,384.0,24678.0
2015,1,OO,48114,1262,197,11355,570636.0,46946,508068.0,46655,867030.0,335316.0,215580.0,30684.0,136501.0,671.0,348926.0
2015,1,UA,38395,967,65,8401,524744.0,37454,237357.0,37363,655821.0,332848.0,173564.0,33093.0,114005.0,32.0,167279.0
2015,1,US,33489,959,52,6022,169183.0,32552,100924.0,32478,625883.0,236960.0,100893.0,7694.0,97172.0,1011.0,81147.0
2015,1,VX,4731,80,4,756,32142.0,4651,6602.0,4647,67133.0,38291.0,10001.0,3951.0,14906.0,152.0,12141.0
2015,1,WN,100042,1767,215,18933,935339.0,98307,332371.0,98060,1216971.0,582296.0,277804.0,28065.0,130761.0,826.0,471913.0
2015,2,AA,39835,2554,101,7925,382963.0,37330,279973.0,37180,664189.0,338689.0,166410.0,51263.0,124060.0,511.0,159419.0
2015,2,AS,12194,113,53,1652,32681.0,12087,-9417.0,12028,179098.0,71258.0,26008.0,3478.0,22220.0,185.0,37265.0
2015,2,B6,19751,1296,72,6582,363197.0,18469,342984.0,18383,361671.0,123528.0,125882.0,20756.0,102542.0,1066.0,173285.0
2015,2,DL,60884,1696,118,11586,724050.0,59220,331663.0,59070,1120331.0,446746.0,254968.0,104403.0,169486.0,164.0,221922.0
2015,2,EV,45138,3002,131,10542,473888.0,42195,437576.0,42005,749907.0,329820.0,212197.0,22094.0,153998.0,0.0,242263.0
2015,2,F9,5809,108,10,2274,146727.0,5707,156071.0,5691,96836.0,49709.0,36175.0,4278.0,60642.0,0.0,73291.0
2015,2,HA,5779,3,3,1021,14905.0,5776,34811.0,5773,64398.0,40746.0,21060.0,2474.0,735.0,25.0,15355.0
2015,2,MQ,26940,3887,61,8625,430808.0,23161,489767.0,22992,432006.0,238560.0,120657.0,63333.0,149985.0,754.0,227018.0
2015,2,NK,8089,266,10,2566,132817.0,7832,128715.0,7813,122413.0,76213.0,38397.0,6142.0,63097.0,179.0,53801.0
2015,2,OO,43989,1403,137,9878,467200.0,42649,407039.0,42449,785588.0,297594.0,164448.0,37990.0,125811.0,446.0,287589.0
2015,2,UA,36235,1006,57,8491,525462.0,35247,255372.0,35172,628243.0,306493.0,163222.0,37149.0,118593.0,0.0,152922.0
2015,2,US,30153,1574,70,6574,261166.0,28627,202826.0,28509,558726.0,218292.0,122276.0,20949.0,104675.0,898.0,103793.0
2015,2,VX,4223,155,14,839,51322.0,4073,31558.0,4054,59875.0,33505.0,9137.0,3686.0,23867.0,20.0,21339.0
2015,2,WN,90172,3454,174,16624,855464.0,86759,303022.0,86544,1092541.0,525644.0,251823.0,33270.0,129462.0,332.0,388656.0
2015,3,AA,45966,1428,98,9765,494131.0,44570,297463.0,44440,752255.0,406480.0,221901.0,18417.0,108849.0,412.0,220425.0
2015,3,AS,14276,39,41,1970,43619.0,14238,-7733.0,14196,209066.0,85252.0,34091.0,2551.0,25184.0,325.0,39465.0
2015,3,B6,22590,458,105,5865,335976.0,22142,236599.0,22027,403226.0,142219.0,109333.0,10124.0,114040.0,449.0,156781.0
2015,3,DL,74166,524,135,11231,622004.0,73668,152745.0,73507,1301325.0,534781.0,256494.0,53835.0,167774.0,133.0,188540.0
2015,3,EV,54190,2135,180,10592,463526.0,52128,349124.0,51875,858646.0,387611.0,218126.0,15795.0,136374.0,0.0,254917.0
2015,3,F9,6950,61,9,2350,137957.0,6894,138115.0,6880,105374.0,59392.0,35424.0,1780.0,54880.0,0.0,65859.0
2015,3,HA,6313,13,6,780,5193.0,6302,21830.0,6294,68511.0,43190.0,18002.0,1798.0,276.0,7.0,9403.0
2015,3,MQ,28146,2031,53,6978,322267.0,26179,287162.0,26062,428185.0,242821.0,126134.0,31403.0,94417.0,1166.0,160657.0
2015,3,NK,9400,139,7,2305,116861.0,9265,92902.0,9254,132334.0,84647.0,35912.0,3324.0,55158.0,277.0,48688.0
2015,3,OO,50078,544,99,8125,289928.0,49579,157287.0,49435,859185.0,338056.0,144529.0,16058.0,94804.0,656.0,205673.0
2015,3,UA,43603,641,91,8788,600303.0,42999,209734.0,42871,739001.0,361286.0,176035.0,31272.0,124785.0,0.0,194410.0
2015,3,US,34516,784,85,6339,201110.0,33766,112071.0,33647,650069.0,256083.0,99630.0,10478.0,104742.0,1248.0,92508.0
2015,3,VX,4873,57,20,951,51033.0,4818,25650.0,4796,70083.0,39047.0,11845.0,3680.0,19879.0,85.0,21708.0
2015,3,WN,109245,2148,243,19413,1085419.0,107125,348701.0,106854,1265068.0,632570.0,331224.0,28146.0,127731.0,1828.0,497056.0
2015,4,AA,44770,354,237,8734,469066.0,44439,217881.0,44179,775911.0,405896.0,170301.0,46744.0,127282.0,403.0,216927.0
2015,4,AS,13974,65,24,1407,59.0,13910,-41780.0,13885,199282.0,83999.0,26035.0,2386.0,16628.0,291.0,23267.0
2015,4,B6,22020,139,66,4113,182246.0,21885,60648.0,21815,381689.0,134664.0,71786.0,5421.0,75276.0,348.0,93349.0
2015,4,DL,72170,147,127,9219,449002.0,72031,5992.0,71896,1247277.0,505534.0,204474.0,36066.0,140575.0,236.0,152249.0
2015,4,EV,49296,929,232,8602,328999.0,48410,232071.0,48135,783420.0,352075.0,186479.0,10306.0,132778.0,0.0,181811.0
2015,4,F9,7148,38,18,1908,83387.0,7113,89646.0,7092,109347.0,61380.0,22398.0,1221.0,49155.0,0.0,41468.0
2015,4,HA,6093,11,3,431,-13480.0,6082,67.0,6079,64561.0,41695.0,10949.0,424.0,108.0,0.0,3492.0
2015,4,MQ,25695,858,109,4949,221384.0,24886,126885.0,24728,409657.0,206526.0,75888.0,40783.0,84219.0,884.0,101354.0
2015,4,NK,9496,64,17,2321,93685.0,9435,82534.0,9415,135886.0,86788.0,23243.0,3972.0,59217.0,189.0,38999.0
2015,4,OO,49329,714,120,7490,260302.0,48674,156338.0,48495,839133.0,329662.0,143364.0,11278.0,93113.0,386.0,192646.0
2015,4,UA,41342,370,107,8046,532506.0,41020,178829.0,40865,702137.0,332153.0,167650.0,17630.0,112397.0,0.0,196042.0
2015,4,US,32496,196,49,5736,145692.0,32316,85797.0,32251,599866.0,243464.0,99408.0,4827.0,86131.0,536.0,67666.0
2015,4,VX,4915,14,5,792,27707.0,4901,4874.0,4896,70265.0,38727.0,8035.0,4129.0,12807.0,20.0,14478.0
2015,4,WN,106407,621,266,18499,932884.0,105796,316180.0,105520,1231877.0,620281.0,280584.0,36403.0,128341.0,367.0,461689.0
2015,5,AA,44710,884,215,8617,487556.0,43878,225638.0,43611,779588.0,386209.0,180196.0,61860.0,121168.0,444.0,210342.0
2015,5,AS,14682,45,32,1682,-2886.0,14641,-25068.0,14605,210687.0,88406.0,21128.0,1211.0,22647.0,392.0,23304.0
2015,5,B6,22565,172,41,3322,157538.0,22398,-15848.0,22352,389765.0,128530.0,63705.0,7781.0,69593.0,529.0,69034.0
2015,5,DL,74815,143,201,9264,559253.0,74677,11121.0,74471,1265390.0,527646.0,229196.0,50454.0,163145.0,224.0,191312.0
2015,5,EV,49213,1041,234,9728,486521.0,48231,370287.0,47938,788067.0,365127.0,213517.0,21547.0,162439.0,0.0,260007.0
2015,5,F9,8118,25,18,2138,90920.0,8096,105036.0,8075,123285.0,73379.0,30758.0,700.0,55544.0,0.0,50472.0
2015,5,HA,6434,7,9,572,-8676.0,6428,5304.0,6418,68252.0,44407.0,12997.0,305.0,670.0,0.0,7634.0
2015,5,MQ,25431,947,79,4802,234471.0,24543,133417.0,24405,403211.0,210513.0,87250.0,48806.0,71991.0,682.0,101788.0
2015,5,NK,10051,225,26,3648,232250.0,9838,219494.0,9800,141333.0,95824.0,57746.0,8891.0,84560.0,751.0,101022.0
2015,5,OO,49864,619,117,8194,296674.0,49296,203447.0,49128,857060.0,335537.0,153440.0,15646.0,99933.0,707.0,196033.0
2015,5,UA,44411,348,199,9827,648540.0,44111,299490.0,43864,767902.0,374122.0,176150.0,37835.0,144926.0,362.0,249791.0
2015,5,US,33761,232,80,4927,136523.0,33556,22799.0,33449,611994.0,257239.0,84559.0,7565.0,82367.0,786.0,69562.0
2015,5,VX,5236,30,11,1216,55758.0,5206,36895.0,5195,77263.0,40607.0,10328.0,3693.0,26702.0,84.0,24594.0
2015,5,WN,107702,976,396,21708,1273754.0,106758,604037.0,106330,1236741.0,648095.0,346950.0,70261.0,148967.0,750.0,617626.0
2015,6,AA,44360,539,207,9807,621917.0,43850,357243.0,43614,788031.0,417902.0,222632.0,36383.0,136498.0,605.0,269894.0
2015,6,AS,15075,60,30,1803,29150.0,15022,-3306.0,14985,221877.0,94989.0,34804.0,3519.0,17966.0,291.0,32993.0
2015,6,B6,22558,231,81,4622,255272.0,22332,112279.0,22246,404702.0,132711.0,75603.0,10659.0,103047.0,392.0,114667.0
2015,6,DL,77255,239,256,13295,837824.0,77023,339248.0,76760,1381960.0,563952.0,286103.0,81087.0,226209.0,472.0,277648.0
2015,6,EV,49119,1742,223,12504,722680.0,47435,657930.0,47154,810445.0,375795.0,284488.0,22935.0,220076.0,0.0,338069.0
2015,6,F9,7893,54,25,2476,150002.0,7847,154037.0,7814,124768.0,72689.0,36490.0,2021.0,70693.0,0.0,75380.0
2015,6,HA,6677,10,4,617,-8114.0,6667,5882.0,6663,71960.0,46364.0,16569.0,65.0,193.0,24.0,5002.0
2015,6,MQ,25407,1326,90,6156,317891.0,24157,231257.0,23991,410532.0,219161.0,103858.0,33603.0,95512.0,711.0,137468.0
2015,6,NK,9826,479,22,4419,338402.0,9358,331611.0,9325,141008.0,96697.0,90331.0,6295.0,115557.0,565.0,142110.0
2015,6,OO,50307,1108,141,10187,500690.0,49270,409069.0,49058,875055.0,352188.0,209536.0,25846.0,121030.0,1142.0,280219.0
2015,6,UA,46084,1105,234,14169,1099003.0,45038,757652.0,44745,814904.0,394787.0,306708.0,42807.0,197916.0,0.0,441425.0
2015,6,US,34300,322,89,6951,282773.0,34008,195414.0,33889,653603.0,273038.0,129556.0,19044.0,126876.0,1684.0,108384.0
2015,6,VX,5260,21,12,992,45594.0,5242,30209.0,5227,78082.0,42832.0,12205.0,3681.0,19128.0,88.0,20239.0
2015,6,WN,109776,1884,516,27744,1732777.0,107950,1153590.0,107376,1282320.0,689881.0,487450.0,92754.0,180167.0,1110.0,812338.0
2015,7,AA,81434,562,222,15480,786752.0,80932,312151.0,80650,1468991.0,712783.0,300368.0,37235.0,205446.0,1610.0,358271.0
2015,7,AS,15821,49,41,2067,40419.0,15778,5937.0,15731,235983.0,100958.0,34348.0,2233.0,28467.0,616.0,35661.0
2015,7,B6,24029,225,57,5358,268952.0,23809,138717.0,23747,445276.0,141792.0,89445.0,9284.0,87076.0,482.0,129171.0
2015,7,DL,80741,106,249,12370,666929.0,80641,96854.0,80386,1452882.0,579193.0,260456.0,44146.0,184135.0,451.0,232647.0
2015,7,EV,50381,909,151,9652,448236.0,49516,341618.0,49321,823614.0,388388.0,204629.0,10304.0,154777.0,0.0,237964.0
2015,7,F9,8090,33,19,2264,111527.0,8060,116266.0,8038,126647.0,74520.0,32254.0,1254.0,57740.0,0.0,55927.0
2015,7,HA,6955,11,8,775,4931.0,6946,13883.0,6936,76106.0,48073.0,18482.0,478.0,407.0,37.0,10723.0
2015,7,MQ,24750,634,69,4584,219094.0,24158,95714.0,24047,393564.0,209943.0,77624.0,23098.0,70675.0,265.0,108077.0
2015,7,NK,10351,131,18,3093,167894.0,10230,146423.0,10202,153149.0,94383.0,42177.0,3332.0,71278.0,931.0,69394.0
2015,7,OO,52627,821,148,10229,459086.0,51867,350775.0,51658,930914.0,362164.0,192384.0,16998.0,118092.0,1050.0,285746.0
2015,7,UA,46478,468,137,11693,893774.0,46059,470774.0,45873,815488.0,392580.0,268091.0,24095.0,141755.0,0.0,352110.0
2015,7,VX,5411,18,9,1226,52597.0,5394,38419.0,5384,86613.0,44344.0,11456.0,2729.0,25046.0,346.0,24173.0
2015,7,WN,113650,839,400,28836,1761860.0,112821,1180871.0,112411,1354281.0,731590.0,489665.0,57282.0,198561.0,1033.0,882517.0
2015,8,AA,79748,790,250,14448,739465.0,79025,251386.0,78708,1430186.0,697244.0,319672.0,43023.0,198959.0,2538.0,298607.0
2015,8,AS,16095,36,28,2685,58935.0,16064,40140.0,16031,244182.0,105593.0,34403.0,4389.0,42776.0,1279.0,39820.0
2015,8,B6,23826,255,65,5876,344358.0,23579,218158.0,23506,432947.0,144167.0,108603.0,17438.0,85518.0,3944.0,158642.0
2015,8,DL,80947,69,203,11492,626586.0,80887,52690.0,80675,1424880.0,588745.0,253078.0,52470.0,168512.0,230.0,216133.0
2015,8,EV,48554,728,158,8444,372724.0,47875,245701.0,47668,788978.0,371539.0,185308.0,12147.0,131145.0,0.0,208206.0
2015,8,F9,8142,26,13,1829,71839.0,8118,74351.0,8103,126561.0,74426.0,23846.0,2082.0,47509.0,0.0,40276.0
2015,8,HA,6901,44,7,1224,33059.0,6860,51019.0,6850,77320.0,48120.0,27691.0,1057.0,583.0,44.0,29455.0
2015,8,MQ,23881,703,62,3900,192312.0,23240,43841.0,23116,363633.0,195236.0,83825.0,14565.0,53809.0,283.0,89839.0
2015,8,NK,10432,186,19,3587,228281.0,10257,209848.0,10227,152125.0,96059.0,46464.0,3097.0,123755.0,285.0,71208.0
2015,8,OO,52730,794,150,9719,402839.0,51998,290348.0,51786,929134.0,361999.0,181385.0,18112.0,109061.0,1470.0,243855.0
2015,8,UA,45413,341,131,9134,645220.0,45101,225336.0,44941,796752.0,384715.0,185326.0,28280.0,127334.0,714.0,235238.0
2015,8,VX,5688,24,6,1073,50440.0,5667,28891.0,5658,85885.0,46736.0,11877.0,1307.0,20249.0,169.0,23929.0
2015,8,WN,108179,1056,436,20702,1257739.0,107146,590204.0,106687,1279532.0,689257.0,358120.0,67825.0,165393.0,1037.0,589277.0
2015,9,AA,73379,353,138,10074,362854.0,73058,-104429.0,72888,1307649.0,626179.0,219156.0,26235.0,132444.0,1189.0,176240.0
2015,9,AS,14271,26,13,1567,3318.0,14250,-25814.0,14232,215166.0,93799.0,27776.0,1853.0,20190.0,1182.0,20161.0
2015,9,B6,21133,90,36,4111,163691.0,21046,74347.0,21007,375834.0,123720.0,68864.0,8117.0,68773.0,435.0,78685.0
2015,9,DL,72063,6,107,6712,253233.0,72058,-266458.0,71950,1230533.0,520496.0,162971.0,23671.0,94929.0,172.0,93583.0
2015,9,EV,43721,266,88,5860,155851.0,43471,36908.0,43367,706825.0,329559.0,129266.0,7206.0,89912.0,0.0,116852.0
2015,9,F9,7873,21,6,1094,40007.0,7852,7677.0,7846,118463.0,71154.0,18318.0,691.0,22455.0,0.0,32457.0
2015,9,HA,6154,24,3,947,12858.0,6133,22651.0,6127,69065.0,42935.0,17520.0,2730.0,358.0,32.0,16337.0
2015,9,MQ,21202,368,35,2843,96086.0,20862,-45077.0,20799,324520.0,185658.0,56037.0,13021.0,42648.0,378.0,56825.0
2015,9,NK,9948,68,12,2235,95611.0,9884,78945.0,9868,142360.0,95598.0,34487.0,1811.0,49594.0,181.0,42569.0
2015,9,OO,47625,352,66,6570,182835.0,47301,72269.0,47207,839503.0,328818.0,132002.0,10176.0,79324.0,1037.0,151075.0
2015,9,UA,41778,106,70,5579,310636.0,41686,-74645.0,41602,725813.0,351866.0,114873.0,10361.0,81376.0,117.0,126518.0
2015,9,VX,5154,11,2,687,16939.0,5144,365.0,5141,77196.0,40804.0,7936.0,1638.0,10624.0,97.0,10010.0
2015,9,WN,100645,384,142,11782,539476.0,100273,-133785.0,100119,1193764.0,610560.0,187585.0,29533.0,93994.0,1148.0,263852.0
2015,10,AA,77290,725,184,10179,406983.0,76596,-44372.0,76381,1362263.0,662741.0,220804.0,34438.0,139994.0,1074.0,192382.0
2015,10,AS,14467,33,20,1648,-1276.0,14438,-43150.0,14414,219593.0,98562.0,22453.0,2559.0,22752.0,282.0,23334.0
2015,10,B6,21913,130,45,4015,175099.0,21787,79926.0,21738,370271.0,133547.0,72892.0,3937.0,63197.0,287.0,71981.0
2015,10,DL,75552,17,77,5881,242914.0,75539,-378159.0,75458,1257394.0,543007.0,175804.0,7901.0,70847.0,91.0,76722.0
2015,10,EV,45728,477,120,6707,209642.0,45262,103971.0,45131,751935.0,344628.0,144869.0,4604.0,95571.0,0.0,141408.0
2015,10,F9,8101,12,4,1187,32607.0,8089,664.0,8085,120777.0,75107.0,19044.0,182.0,20361.0,0.0,23350.0
2015,10,HA,6242,12,4,562,1049.0,6230,2908.0,6226,67480.0,41488.0,13539.0,274.0,1044.0,35.0,6417.0
2015,10,MQ,21982,273,48,2288,75123.0,21727,-80905.0,21661,340555.0,180475.0,57399.0,13949.0,25849.0,227.0,51792.0
2015,10,NK,10208,61,13,2167,84117.0,10153,69020.0,10134,143630.0,99642.0,5602.0,194.0,102491.0,231.0,9572.0
2015,10,OO,48808,241,81,6644,177362.0,48585,84894.0,48486,885024.0,334638.0,133152.0,8260.0,71174.0,459.0,150365.0
2015,10,UA,45894,128,90,5460,337923.0,45778,-112205.0,45676,779414.0,386810.0,126702.0,5643.0,75363.0,0.0,135264.0
2015,10,VX,5464,23,6,883,38540.0,5441,12252.0,5435,77927.0,44973.0,12112.0,1377.0,14759.0,103.0,21466.0
2015,10,WN,104516,322,141,12458,630658.0,104201,-71677.0,104053,1234216.0,633698.0,201639.0,25907.0,99295.0,251.0,290204.0
2015,11,AA,73871,552,187,11304,472940.0,73359,56504.0,73132,1308159.0,638628.0,226795.0,39566.0,159511.0,4324.0,216298.0
2015,11,AS,13950,46,33,1950,23747.0,13908,-26584.0,13871,222918.0,97176.0,27522.0,3163.0,30049.0,359.0,33348.0
2015,11,B6,21697,112,43,3535,153430.0,21585,30553.0,21542,354921.0,129454.0,68012.0,1765.0,52242.0,706.0,65147.0
2015,11,DL,72228,14,76,7519,327692.0,72216,-229068.0,72138,1233895.0,509237.0,185247.0,20185.0,99145.0,800.0,110303.0
2015,11,EV,42572,783,145,7261,298676.0,41829,183897.0,41644,708376.0,317199.0,159223.0,11762.0,119191.0,0.0,169348.0
2015,11,F9,7763,36,14,1970,90112.0,7729,86112.0,7713,126708.0,76055.0,28105.0,1155.0,48223.0,0.0,45610.0
2015,11,HA,6024,5,7,354,-10390.0,6020,-16352.0,6012,64947.0,39083.0,8579.0,237.0,34.0,0.0,3339.0
2015,11,MQ,20305,905,69,2706,140216.0,19464,4254.0,19331,311073.0,177129.0,63249.0,27079.0,47175.0,68.0,65800.0
2015,11,NK,10164,105,9,2397,87001.0,10063,75816.0,10050,142607.0,95919.0,29780.0,3143.0,60826.0,396.0,32781.0
2015,11,OO,47292,707,112,8124,318056.0,46646,228905.0,46473,892474.0,313352.0,154528.0,26753.0,116977.0,567.0,203653.0
2015,11,UA,42647,307,104,6440,476194.0,42355,11871.0,42236,717333.0,353813.0,142992.0,22448.0,120229.0,80.0,182828.0
2015,11,VX,5414,57,12,825,30972.0,5358,622.0,5345,74008.0,45510.0,11690.0,2229.0,11190.0,215.0,14631.0
2015,11,WN,104045,970,195,16186,810913.0,103101,102436.0,102880,1233508.0,633249.0,252983.0,27465.0,116462.0,1225.0,361969.0
2015,12,AA,76562,1278,206,14417,687453.0,75388,311550.0,75078,1350046.0,663838.0,302028.0,47436.0,205890.0,2412.0,288645.0
2015,12,AS,14459,93,56,1982,37285.0,14376,-26426.0,14310,230715.0,99867.0,30024.0,4157.0,29277.0,519.0,32333.0
2015,12,B6,23343,66,80,6832,420668.0,23280,321030.0,23197,399440.0,145942.0,143479.0,11095.0,89377.0,1635.0,198317.0
2015,12,DL,70639,185,166,11268,741400.0,70465,176043.0,70288,1257246.0,502458.0,261269.0,87308.0,175040.0,355.0,254663.0
2015,12,EV,44140,1517,193,8301,425870.0,42675,283652.0,42430,721268.0,315704.0,200232.0,11434.0,127297.0,0.0,224051.0
2015,12,F9,8120,85,17,1929,129059.0,8040,74938.0,8018,129569.0,80906.0,30874.0,4959.0,45592.0,0.0,63328.0
2015,12,HA,6260,5,0,434,-2771.0,6257,-10674.0,6255,68997.0,40582.0,13932.0,172.0,123.0,35.0,4367.0
2015,12,MQ,20993,805,97,3219,143289.0,20235,13310.0,20091,327377.0,180203.0,55641.0,38480.0,42326.0,635.0,69711.0
2015,12,NK,10671,182,16,3137,150292.0,10492,133354.0,10473,149895.0,98418.0,46664.0,3280.0,61982.0,778.0,66396.0
2015,12,OO,47590,1395,211,11280,591902.0,46275,503415.0,45984,940722.0,317705.0,219355.0,32524.0,168152.0,1305.0,322904.0
2015,12,UA,43443,786,103,8694,761043.0,42686,298392.0,42554,724298.0,358431.0,213000.0,34431.0,151693.0,0.0,290945.0
2015,12,VX,5534,44,20,1538,100808.0,5490,73838.0,5470,81222.0,47014.0,14088.0,3164.0,40651.0,447.0,46801.0
2015,12,WN,107476,1622,285,23741,1370237.0,105892,709518.0,105569,1259791.0,681945.0,365544.0,48458.0,150064.0,1981.0,676461.0
